Posted Date,Payee, Amount ,ABS Amount,Source,Bas-Lux,Category
10/2/25,Apple,164.42,164.42,usaa-jcc,Basic,hardware technology
10/2/25,Transamerica Premium,-60.34,60.34,usaa-cc,Basic,Insurance
10/2/25,REMARKABLE          OSLO                OS,3.30,3.30,amex-cc,Basic,Subscriptions / Digital
10/2/25,Hulu,23.15,23.15,usaa-jcc,Luxury,Subscriptions / Digital
10/2/25,North Lake Marina,70.00,70.00,usaa-jcc,Luxury,SYC
10/2/25,USAA Credit Card,-344.33,344.33,usaa-cc,Basic,Transfer
10/2/25,USAA Credit Card,-344.33,344.33,usaa-jcc,Basic,Transfer
10/2/25,AplPay OUTDOOR EMPORSEATTLE             WA,234.89,234.89,amex-cc,Luxury,Clothing
10/2/25,Zenniopticl,83.85,83.85,usaa-jcc,Basic,Health & Medical
10/1/25,Ba Bar University,65.98,65.98,usaa-jcc,Luxury,Dining
10/1/25,Quality Food Centers,25.90,25.90,usaa-jcc,Basic,Groceries
10/1/25,Google Cloud,0.01,0.01,usaa-jcc,Luxury,Professional
10/1/25,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,110.35,110.35,amex-cc,Luxury,Professional
10/1/25,Anchorhead Coffee,25.06,25.06,usaa-jcc,Luxury,Dining
10/1/25,Pureforyou Cout,71.74,71.74,usaa-jcc,Luxury,Health & Medical
9/30/25,Costco,199.98,199.98,usaa-jcc,Basic,Groceries
9/30/25,Smith Brothers Farms,37.52,37.52,usaa-jcc,Basic,Groceries
9/30/25,HP Instant Ink,8.82,8.82,usaa-jcc,Basic,Professional
9/30/25,UW FOOD SERVICES 000SEATTLE             WA,13.09,13.09,amex-cc,Basic,Enrichment
9/30/25,Anchorhead Coffee,16.60,16.60,usaa-jcc,Luxury,Dining
9/30/25,Bluebirdgra,85.66,85.66,usaa-jcc,Basic,Groceries
9/29/25,Ext Credit Card Debit CASH ADVANCE             BEAVERTON    OR,1357.74,"1,357.74",ftcu-cc,Basic,Cash
9/29/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/29/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/29/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/29/25,Costco,86.88,86.88,usaa-jcc,Basic,Groceries
9/29/25,Costco,172.98,172.98,usaa-jcc,Basic,Groceries
9/29/25,ETEAMSPONSOR        CONCORD             CA,104.00,104.00,amex-cc,0,0
9/29/25,Anchorhead Coffee,25.06,25.06,usaa-jcc,Luxury,Dining
9/29/25,Sodo Vision Care,110.00,110.00,usaa-jcc,Basic,Health & Medical
9/29/25,Moderntribe,121.50,121.50,usaa-jcc,0,0
9/29/25,Quantum Fiber,80.89,80.89,usaa-jcc,Basic,Utilities
9/28/25,QFC                 SEATTLE             WA,45.08,45.08,amex-cc,Basic,Groceries
9/28/25,Spotify,22.06,22.06,usaa-jcc,Luxury,Subscriptions / Digital
9/28/25,PAYPAL *VISHNU FREE 4029357733          UT,90.00,90.00,amex-cc,Luxury,clothing
9/28/25,TST* EL CAMION - SANSEATTLE             WA,61.18,61.18,amex-cc,Luxury,Dining
9/28/25,UW RECREATIONS 0888 SEATTLE             WA,38.62,38.62,amex-cc,Basic,Enrichment
9/28/25,Sky Zone,3.85,3.85,usaa-jcc,0,0
9/28/25,Sky Zone,4.40,4.40,usaa-jcc,0,0
9/28/25,Kate Grossman Md Pllc,1020.00,"1,020.00",usaa-jcc,Basic,Health & Medical
9/28/25,Kate Grossman Md Pllc,680.00,680.00,usaa-jcc,Basic,Health & Medical
9/28/25,Rowlandphoto.com,108.14,108.14,usaa-jcc,Basic,Enrichment
9/27/25,CLINE BOT INC       WILMINGTON          DE,105.35,105.35,amex-cc,Luxury,Professional
9/27/25,Fisheries Supply,7.24,7.24,usaa-jcc,Luxury,SYC
9/27/25,CHEVRON 0091292/CHEVNORTH BEND          WA,74.25,74.25,amex-cc,Basic,Auto
9/27/25,MCDONALD'S          NORTH BEND          WA,22.00,22.00,amex-cc,Luxury,Dining
9/27/25,OPENAI* CHATGPT CREDSAN FRANCISCO       CA,110.35,110.35,amex-cc,Luxury,Professional
9/27/25,PAYPAL *FANDANGO    8668575191          CA,58.90,58.90,amex-cc,Luxury,Enrichment
9/27/25,Frankie & Jo's,11.67,11.67,usaa-jcc,Luxury,Dining
9/27/25,Dunn Lake Union,25.10,25.10,usaa-jcc,Basic,Home & Garden
9/26/25,Shell,18.76,18.76,usaa-jcc,Basic,Auto
9/26/25,WSDOT Good To Go Pass,100.00,100.00,usaa-jcc,Basic,Auto
9/26/25,Chipotle,31.45,31.45,usaa-jcc,Luxury,Dining
9/26/25,Uwajimaya,122.91,122.91,usaa-jcc,Basic,Groceries
9/26/25,Instacart via Instacart,308.26,308.26,usaa-jcc,Basic,Groceries
9/26/25,Kattermans Sand Point,5.62,5.62,usaa-jcc,Basic,Pharmacy
9/26/25,American Express Credit Card,-6147.94,"6,147.94",usaa-cc,Basic,Transfer
9/26/25,Check #4777,-8000.00,"8,000.00",usaa-cc,0,0
9/26/25,Lucillia,-350.00,350.00,usaa-cc,Luxury,Professional
9/26/25,Anchorhead Coffee,12.99,12.99,usaa-jcc,Luxury,Dining
9/26/25,Katsu Burger & Bar,13.13,13.13,usaa-jcc,Luxury,Dining
9/26/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/26/25,Twistonline,99.32,99.32,usaa-jcc,0,0
9/25/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/25/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/25/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
9/25/25,ONLINE PAYMENT - THANK YOU,-6147.94,"6,147.94",amex-cc,Basic,Transfer
9/25/25,Orca,50.00,50.00,usaa-jcc,Basic,Travel
9/25/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/24/25,76 Fuel,19.35,19.35,usaa-jcc,Basic,Auto
9/24/25,76 Fuel,72.91,72.91,usaa-jcc,Basic,Auto
9/24/25,Brown Bear Car Wash,13.25,13.25,usaa-jcc,Basic,Auto
9/24/25,PayByPhone Parking,9.00,9.00,usaa-jcc,Basic,Auto
9/24/25,Pagliacci Sand Point,87.96,87.96,usaa-jcc,Luxury,Dining
9/24/25,Orca,18.00,18.00,usaa-jcc,Basic,Travel
9/24/25,Anchorhead Coffee,12.37,12.37,usaa-jcc,Luxury,Dining
9/24/25,Anchorhead Coffee,16.60,16.60,usaa-jcc,Luxury,Dining
9/24/25,Shree Gas Station,83.16,83.16,usaa-jcc,Luxury,Travel
9/24/25,Shree Gas Station,25.98,25.98,usaa-jcc,Luxury,Travel
9/24/25,Thorp Fruit & Antique Mall,32.50,32.50,usaa-jcc,basic,groceries
9/24/25,Max,11.02,11.02,usaa-jcc,0,0
9/23/25,Mykidsspending Saas,-25.00,25.00,usaa-cc,Luxury,Dining
9/23/25,Smith Brothers Farms,17.45,17.45,usaa-jcc,Basic,Groceries
9/23/25,Apple,29.99,29.99,usaa-jcc,Basic,hardware technology
9/23/25,"CURSOR, AI POWERED INEW YORK            NY",22.07,22.07,amex-cc,Luxury,Professional
9/23/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,11.53,11.53,ftcu-cc,Basic,Transfer
9/23/25,AplPay MAVERIK #581 CLEARFIELD          UT,79.85,79.85,amex-cc,Luxury,Travel
9/23/25,Check #996324,-500.00,500.00,usaa-cc,0,0
9/23/25,City of Umatilla,20.00,20.00,usaa-jcc,Luxury,Travel
9/23/25,Gulf Oil,97.98,97.98,usaa-jcc,Basic,Auto
9/23/25,Nature Made Naturemade Coca,33.96,33.96,usaa-jcc,Luxury,Health & Medical
9/22/25,Shake Shack,52.99,52.99,usaa-jcc,Luxury,Dining
9/22/25,Tonal.com,66.15,66.15,usaa-jcc,Luxury,Subscriptions / Digital
9/22/25,LATE FEE,40.00,40.00,amex-cc,Luxury,Bank Fees
9/22/25,Anchorhead Coffee,18.88,18.88,usaa-jcc,Luxury,Dining
9/21/25,Starbucks,22.63,22.63,usaa-jcc,Luxury,Dining
9/21/25,Safeway,31.42,31.42,usaa-jcc,Basic,Groceries
9/21/25,4490 SOUTH STATE 100MOUNT CARMEL        UT,59.84,59.84,amex-cc,Luxury,Dining
9/21/25,AplPay GIFF'S BARBECKANAB               UT,29.81,29.81,amex-cc,Luxury,Travel
9/21/25,SCOTTS DAIRY FREEZE NORTH BEND          WA,14.94,14.94,amex-cc,Luxury,Dining
9/21/25,SQSP* DOMAIN#2023197NEW YORK            NY,15.00,15.00,amex-cc,Luxury,Professional
9/21/25,Amk Bryce Canyon Gift,26.83,26.83,usaa-jcc,Luxury,Travel
9/21/25,View Ridge,89.70,89.70,usaa-jcc,Luxury,Dining
9/20/25,El Camion Sand Poi,41.22,41.22,usaa-jcc,Luxury,Dining
9/20/25,Quality Food Centers,44.14,44.14,usaa-jcc,Basic,Groceries
9/20/25,Metropolitan Market,25.90,25.90,usaa-jcc,Basic,Groceries
9/20/25,Apple,16.54,16.54,usaa-jcc,Basic,hardware technology
9/20/25,The Home Depot,21.99,21.99,usaa-jcc,Basic,Home & Garden
9/20/25,AplPay LS TUBA CITY TUBA CITY           AZ,263.94,263.94,amex-cc,Luxury,Travel
9/20/25,AplPay MOBILE PASMO TOKYO               JP,6.77,6.77,amex-cc,Luxury,Travel
9/20/25,AplPay SPEEDWAY 4631TUBA CITY           AZ,4.64,4.64,amex-cc,Luxury,Travel
9/20/25,AplPay SPEEDWAY 4631TUBA CITY           AZ,43.65,43.65,amex-cc,Luxury,Travel
9/20/25,AplPay TST* HIDEAWAYSEDONA              AZ,56.48,56.48,amex-cc,Luxury,Travel
9/20/25,HAKONE KOWAKIEN TENY*                   JP,337.28,337.28,amex-cc,Luxury,Travel
9/20/25,JR CENTRAL          JAPAN               JP,44.14,44.14,amex-cc,Luxury,Travel
9/20/25,JR CENTRAL          JAPAN               JP,65.13,65.13,amex-cc,Luxury,Travel
9/20/25,SQSP* DOMAIN#2021995NEW YORK            NY,15.00,15.00,amex-cc,Luxury,Professional
9/20/25,Rancho Sedona Rv Parksedona Az via Payrix,57.39,57.39,usaa-jcc,Luxury,Travel
9/19/25,PY *RANCHO SEDONA RVSEDONA              AZ,103.66,103.66,amex-cc,Luxury,Travel
9/19/25,Anchorhead Coffee,12.37,12.37,usaa-jcc,Luxury,Dining
9/19/25,Starfire Sports,17.75,17.75,usaa-jcc,basic,enrichment
9/19/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/19/25,Inua Group Groumt,200.00,200.00,usaa-jcc,0,0
9/19/25,Val the View Campgroun Oljato Monumeaz,84.75,84.75,usaa-jcc,Luxury,Travel
9/18/25,Ext Credit Card Debit Interest Charge on Cash A,33.59,33.59,ftcu-cc,Luxury,Bank Fees
9/18/25,Chipotle,32.44,32.44,usaa-jcc,Luxury,Dining
9/18/25,Apple,11.02,11.02,usaa-jcc,Basic,hardware technology
9/18/25,Progressive,388.25,388.25,usaa-jcc,Luxury,Insurance
9/18/25,ASUTYKYOTO ASUTYSHINJAPAN               JP,7.45,7.45,amex-cc,Luxury,Travel
9/18/25,AplPay CITY-MARKET #CORTEZ              CO,32.34,32.34,amex-cc,Luxury,Travel
9/18/25,AplPay DURANGO BAGELDURANGO             CO,70.00,70.00,amex-cc,Luxury,Travel
9/18/25,AplPay MESA VERDE VIMANCOS              CO,8.00,8.00,amex-cc,Luxury,Travel
9/18/25,AplPay MESA VERDE VIMANCOS              CO,8.00,8.00,amex-cc,Luxury,Travel
9/18/25,AplPay NATURAL GROCEDURANGO             CO,43.23,43.23,amex-cc,Luxury,Travel
9/18/25,CITY MARKET #0208 FUCORTEZ              CO,43.21,43.21,amex-cc,Luxury,Travel
9/18/25,JR TOKAI TOURS KYOTOKYOTO               JP,229.87,229.87,amex-cc,Luxury,Travel
9/18/25,MESA VERDE NATIONAL MESA VERDE NA       CO,80.00,80.00,amex-cc,Luxury,Travel
9/18/25,MIGADU.COM EMAIL SRVSCHACHEN B. REUTE   ZH,19.00,19.00,amex-cc,Luxury,Subscriptions / Digital
9/18/25,SQSP* DOMAIN#2019485NEW YORK            NY,12.00,12.00,amex-cc,Luxury,Professional
9/18/25,SQSP* DOMAIN#2019489NEW YORK            NY,15.00,15.00,amex-cc,Luxury,Professional
9/18/25,Saas Game Ticket Seattleacwa,12.67,12.67,usaa-jcc,Luxury,Enrichment
9/18/25,Anchorhead Coffee,18.88,18.88,usaa-jcc,Luxury,Dining
9/18/25,Val the View Campgroun Oljato Monumeaz,84.75,84.75,usaa-jcc,Luxury,Travel
9/18/25,City of Durango,1.50,1.50,usaa-jcc,Luxury,Travel
9/18/25,Navajo Nation Monument Vamonument Vallut,8.00,8.00,usaa-jcc,Luxury,Travel
9/17/25,AplPay 2420 SPANISH MOAB                UT,19.85,19.85,amex-cc,Luxury,Travel
9/17/25,AplPay 2420 SPANISH MOAB                UT,65.52,65.52,amex-cc,Luxury,Travel
9/17/25,AplPay WALKER TRUE VMOAB                UT,33.48,33.48,amex-cc,Luxury,Travel
9/17/25,EXPEDIA 732451371614EXPEDIA.COM         WA,273.75,273.75,amex-cc,Luxury,Travel
9/17/25,GEKKEIKAN OKURAKINENKYOTO               JP,68.87,68.87,amex-cc,Luxury,Travel
9/17/25,GINREITAXI          KYOTO               JP,163.66,163.66,amex-cc,Luxury,Travel
9/17/25,SHOVEL              GREENLAND           NH,396.00,396.00,amex-cc,Luxury,Enrichment
9/17/25,TST* EL CAMION - SANSEATTLE             WA,38.59,38.59,amex-cc,Luxury,Dining
9/17/25,Anchorhead Coffee,12.37,12.37,usaa-jcc,Luxury,Dining
9/17/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/16/25,Smith Brothers Farms,37.52,37.52,usaa-jcc,Basic,Groceries
9/16/25,ARASHIYUGIONBETTEI AKYOTO               JP,74.72,74.72,amex-cc,Luxury,Travel
9/16/25,AplPay FUEL STOP 113EVANSTON            WY,3.68,3.68,amex-cc,Luxury,Travel
9/16/25,AplPay FUEL STOP 113EVANSTON            WY,67.01,67.01,amex-cc,Luxury,Travel
9/16/25,AplPay GETYOURGUIDE DOVER               DE,88.18,88.18,amex-cc,0,0
9/16/25,DEFY SEATTLE        TUKWILA             WA,1.10,1.10,amex-cc,0,0
9/16/25,KUROCHIKU           KYOTO               JP,22.57,22.57,amex-cc,Luxury,Travel
9/16/25,SUSHI KIZAEMON AIR  KYOTO               JP,102.64,102.64,amex-cc,Luxury,Travel
9/16/25,Tacos Chukis Central Seattle,16.61,16.61,usaa-jcc,Luxury,Dining
9/16/25,Anchorhead Coffee,20.18,20.18,usaa-jcc,Luxury,Dining
9/15/25,Shake Shack,60.18,60.18,usaa-jcc,Luxury,Dining
9/15/25,QFC                 SEATTLE             WA,3.43,3.43,amex-cc,Basic,Groceries
9/15/25,USAA Insurance Payment,1233.43,"1,233.43",usaa-jcc,Basic,Insurance
9/15/25,AplPay HEALTHY BEINGJackson             WY,58.42,58.42,amex-cc,Luxury,Travel
9/15/25,AplPay MAVERIK #353 JACKSON             WY,51.49,51.49,amex-cc,Luxury,Travel
9/15/25,AplPay REI #231 JACKJACKSON             WY,153.46,153.46,amex-cc,Luxury,Travel
9/15/25,BAKERY CAFE C NAMBA *                   JP,11.07,11.07,amex-cc,Luxury,Travel
9/15/25,CENTARAGRANDHOTELOSAOSAKA               JP,24.85,24.85,amex-cc,Luxury,Travel
9/15/25,DEFY SEATTLE        TUKWILA             WA,33.40,33.40,amex-cc,0,0
9/15/25,EIRAKUYA            KYOTO               JP,42.59,42.59,amex-cc,Luxury,Travel
9/15/25,HAWAIIAN AIRLINES HOHONOLULU,278.00,278.00,amex-cc,Luxury,Travel
9/15/25,JR WEST             JAPAN               JP,11.74,11.74,amex-cc,Luxury,Travel
9/15/25,KARAKU -KYOTO-SHI KY*                   JP,8.15,8.15,amex-cc,Luxury,Travel
9/15/25,MAISENDO GIONTEN    KYOTO               JP,55.30,55.30,amex-cc,Luxury,Travel
9/15/25,OBUBUTEA AIR        KYOTO               JP,8.15,8.15,amex-cc,Luxury,Travel
9/15/25,OBUBUTEA AIR        KYOTO               JP,16.98,16.98,amex-cc,Luxury,Travel
9/15/25,YASAKA              KYOTO               JP,16.38,16.38,amex-cc,Luxury,Travel
9/15/25,ZIRAEL VEGAN RESTAURjing dou shi dong shKY,38.04,38.04,amex-cc,Luxury,Dining
9/15/25,Anchorhead Coffee,4.86,4.86,usaa-jcc,Luxury,Dining
9/15/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/15/25,Comcast,193.94,193.94,usaa-jcc,Basic,Utilities
9/14/25,El Camion Sand Poi,51.31,51.31,usaa-jcc,Luxury,Dining
9/14/25,Apple,39.71,39.71,usaa-jcc,Basic,hardware technology
9/14/25,Netflix,27.58,27.58,usaa-jcc,Luxury,Subscriptions / Digital
9/14/25,AMAZON PRIME*213NF2FAMZN.CO.UK/PM       GB,12.21,12.21,amex-cc,Basic,Home & Garden
9/14/25,AplPay WESTGATE STATWEST YELLOWST       MT,8.31,8.31,amex-cc,Luxury,Travel
9/14/25,BAMBU LAB STORE 7027AUSTIN              TX,111.41,111.41,amex-cc,Luxury,Enrichment
9/14/25,DISCORD* NITROYEARLYSAN FRANCISCO       CA,110.34,110.34,amex-cc,Luxury,Subscriptions / Digital
9/14/25,FIRE SOUL LIMITED LIda ban shi zhong yanOS,38.04,38.04,amex-cc,0,0
9/14/25,HATTORI TAXI        OSAKA               JP,9.51,9.51,amex-cc,Luxury,Travel
9/14/25,OSAKA CASTLE        OSAKA               JP,16.30,16.30,amex-cc,Luxury,Travel
9/14/25,TSUTENKAKU          OSAKA               JP,20.38,20.38,amex-cc,Luxury,Travel
9/14/25,YELLOWSTONE NATIONALYELWSTN NL PK       WY,35.00,35.00,amex-cc,Luxury,Travel
9/14/25,Circle K,54.90,54.90,usaa-jcc,Luxury,Travel
9/14/25,Rudy's,69.11,69.11,usaa-jcc,0,0
9/14/25,Sodexo Live at,14.07,14.07,usaa-jcc,0,0
9/14/25,Starlink,165.00,165.00,usaa-jcc,Luxury,Van
9/13/25,Quality Food Centers,23.75,23.75,usaa-jcc,Basic,Groceries
9/13/25,Dropps,47.82,47.82,usaa-jcc,Basic,Groceries
9/13/25,Libro.fm,16.54,16.54,usaa-jcc,Luxury,Subscriptions / Digital
9/13/25,ALOFT TOKYO GINZA -C*                   JP,407.38,407.38,amex-cc,Luxury,Travel
9/13/25,AZZIST MEMBER       TOKYO               JP,74.72,74.72,amex-cc,Luxury,Travel
9/13/25,AplPay THREE FORKS KTHREE FORKS         MT,-81.00,81.00,amex-cc,Luxury,Travel
9/13/25,COCOKARAFINE        KANAGAWA            JP,19.26,19.26,amex-cc,Luxury,Travel
9/13/25,DIPMAHALTAMEIKESANNOTOKYO               JP,5.43,5.43,amex-cc,Luxury,Travel
9/13/25,SMOKEANDSPIN        OSAKA               JP,71.81,71.81,amex-cc,Luxury,Travel
9/13/25,TAXI CARD OSAKA KOZIOSAKA               JP,25.81,25.81,amex-cc,Luxury,Travel
9/13/25,Sodexo Live at,13.79,13.79,usaa-jcc,0,0
9/13/25,Washington State Ferries,29.55,29.55,usaa-jcc,Luxury,Travel
9/12/25,Healthy Paws,122.54,122.54,usaa-jcc,Luxury,Insurance
9/12/25,AplPay ALBERTSONS #0MISSOULA            MT,16.99,16.99,amex-cc,Luxury,Travel
9/12/25,AplPay CIRCLE K 6558SPOKANE VALLE       WA,23.95,23.95,amex-cc,Luxury,Travel
9/12/25,AplPay CIRCLE K 6558SPOKANE VALLE       WA,99.59,99.59,amex-cc,Luxury,Travel
9/12/25,AplPay GOOD FOOD STOMISSOULA            MT,128.86,128.86,amex-cc,Luxury,Travel
9/12/25,AplPay THREE FORKS KTHREE FORKS         MT,81.00,81.00,amex-cc,Luxury,Travel
9/12/25,AplPay TOWNPUMP WHITWHITEHALL           MT,25.76,25.76,amex-cc,Luxury,Travel
9/12/25,AplPay TOWNPUMP WHITWHITEHALL           MT,64.72,64.72,amex-cc,Luxury,Travel
9/12/25,AplPay TST* UMI SUSHSPOKANE             WA,102.29,102.29,amex-cc,Luxury,Travel
9/12/25,CRACKER BARREL #407 MISSOULA            MT,37.46,37.46,amex-cc,Luxury,dining
9/12/25,JRC SMART EX        TOKYO               JP,133.07,133.07,amex-cc,Luxury,Travel
9/12/25,"KOMATSU SHOJI, K.K. chuan kou shi       SA",271.01,271.01,amex-cc,Luxury,Dining
9/12/25,LOWE'S OF NORTH SEATSEATTLE             WA,174.86,174.86,amex-cc,Basic,Home & Garden
9/12/25,Anchorhead Coffee,17.25,17.25,usaa-jcc,Luxury,Dining
9/12/25,Mdseelig,18.00,18.00,usaa-jcc,Basic,Health & Medical
9/12/25,Montana Ace Eastgate,8.99,8.99,usaa-jcc,Luxury,Van
9/11/25,Uwajimaya,65.01,65.01,usaa-jcc,Basic,Groceries
9/11/25,Apple,9.99,9.99,usaa-jcc,Basic,hardware technology
9/11/25,AplPay SPOKANE KOA  SPOKANE VALLEY      WA,60.74,60.74,amex-cc,Luxury,Travel
9/11/25,Total Wine and More,56.18,56.18,usaa-jcc,Luxury,groceries
9/10/25,REI,182.09,182.09,usaa-jcc,Luxury,Clothing
9/10/25,FLEURISH 65000000762SEATTLE             WA,125.00,125.00,amex-cc,Luxury,Gifts
9/10/25,Uwajimaya,220.80,220.80,usaa-jcc,Basic,Groceries
9/10/25,CENEX CHS NORTHWEST BLACK DIAMOND       WA,54.77,54.77,amex-cc,Basic,Auto
9/10/25,CHS INC             BLACK DIAMOND       WA,3.88,3.88,amex-cc,Luxury,Dining
9/10/25,Anchorhead Coffee,21.81,21.81,usaa-jcc,Luxury,Dining
9/10/25,Anchorhead Coffee,21.81,21.81,usaa-jcc,Luxury,Dining
9/10/25,Marlai Fine Thai Cuisine,60.60,60.60,usaa-jcc,Luxury,Dining
9/9/25,Metropolitan Market,58.53,58.53,usaa-jcc,Basic,Groceries
9/9/25,Metropolitan Market,85.00,85.00,usaa-jcc,Basic,Groceries
9/9/25,Smith Brothers Farms,17.45,17.45,usaa-jcc,Basic,Groceries
9/9/25,SEATTLE MAKERS      SEATTLE             WA,125.00,125.00,amex-cc,Luxury,Membership
9/9/25,Kattermans Sand Point,5.52,5.52,usaa-jcc,Basic,Pharmacy
9/9/25,CLINE BOT INC       WILMINGTON          DE,105.35,105.35,amex-cc,Luxury,Professional
9/9/25,AMEX CLEAR PLUS CREDIT,-209.00,209.00,amex-cc,0,Transfer
9/9/25,CLEAR *CLEARME.COM  NEW YORK            NY,209.00,209.00,amex-cc,Luxury,Travel
9/9/25,LOWE'S OF NORTH SEATSEATTLE             WA,131.36,131.36,amex-cc,Basic,Home & Garden
9/9/25,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,220.70,220.70,amex-cc,Luxury,Professional
9/8/25,ARCO,26.43,26.43,usaa-jcc,Basic,Auto
9/8/25,ARCO,7.70,7.70,usaa-jcc,Basic,Auto
9/8/25,McMaster-Carr,48.45,48.45,usaa-jcc,Basic,boat
9/8/25,eBay,25.95,25.95,usaa-jcc,Luxury,Clothing
9/8/25,El Camion Sand Poi,22.81,22.81,usaa-jcc,Luxury,Dining
9/8/25,Maple Leaf Ace,18.75,18.75,usaa-jcc,Basic,Home & Garden
9/8/25,Healthy Paws,45.02,45.02,usaa-jcc,Luxury,Insurance
9/8/25,Kattermans Sand Point,33.60,33.60,usaa-jcc,Basic,Pharmacy
9/8/25,DUNN LUMBER         SEATTLE             WA,170.81,170.81,amex-cc,Basic,Home & Garden
9/8/25,PHO SHIZZLE LLC 00-0SEATTLE             WA,36.73,36.73,amex-cc,Luxury,Dining
9/8/25,THE HOME DEPOT      REDMOND             WA,80.47,80.47,amex-cc,basic,Home & Garden
9/8/25,TST* EL CAMION - SANSEATTLE             WA,64.74,64.74,amex-cc,Luxury,Dining
9/8/25,Anchorhead Coffee,10.76,10.76,usaa-jcc,Luxury,Dining
9/8/25,Anchorhead Coffee,12.05,12.05,usaa-jcc,Luxury,Dining
9/8/25,Hungry Bear Market,78.41,78.41,usaa-jcc,Luxury,Groceries
9/8/25,Hungry Bear Market,10.02,10.02,usaa-jcc,Luxury,Groceries
9/8/25,Violet,300.00,300.00,usaa-jcc,Luxury,Dining
9/7/25,Interest On Cash Advances,2.15,2.15,usaa-jcc,Luxury,Bank Fees
9/7/25,PAYPAL *MSNOW MSNOW 4029357733          MI,461.72,461.72,amex-cc,0,0
9/7/25,VENMO *JENARO ROJAS 8558124430          NY,14.42,14.42,amex-cc,basic,Home & Garden
9/6/25,AMAZON PRIME*ZT4FY7XAMZN.CO.UK/PM       GB,6.09,6.09,amex-cc,Basic,Home & Garden
9/6/25,Rockler Hdwe,99.22,99.22,usaa-jcc,Luxury,Home & Garden
9/5/25,USAA Credit Card,-21348.38,"21,348.38",usaa-jcc,Basic,Transfer
9/5/25,USAA Credit Card,-8324.11,"8,324.11",usaa-jcc,Basic,Transfer
9/5/25,GADGET REHAB 00-0803SEATTLE             WA,38.63,38.63,amex-cc,0,0
9/5/25,LINKEDINPREC *679157MOUNTAIN VIEW,66.20,66.20,amex-cc,Luxury,Professional
9/5/25,Anchorhead Coffee,12.37,12.37,usaa-jcc,Luxury,Dining
9/5/25,Lime,4.73,4.73,usaa-jcc,Luxury,Travel
9/5/25,Anchorhead Coffee,18.88,18.88,usaa-jcc,Luxury,Dining
9/4/25,Tesla,11.02,11.02,usaa-jcc,Basic,Auto
9/4/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
9/4/25,CLINE BOT INC       WILMINGTON          DE,52.85,52.85,amex-cc,Luxury,Professional
9/3/25,Shake Shack,29.54,29.54,usaa-jcc,Luxury,Dining
9/3/25,Quality Food Centers,12.85,12.85,usaa-jcc,Basic,Groceries
9/3/25,Costco,374.33,374.33,usaa-jcc,Basic,Groceries
9/3/25,CHEVRON 0092584/CHEVSEATTLE             WA,117.02,117.02,amex-cc,Basic,Auto
9/3/25,Vans,55.26,55.26,usaa-jcc,Luxury,clothing
9/3/25,The Station,22.47,22.47,usaa-jcc,0,0
9/3/25,Dunn Lake Union,47.32,47.32,usaa-jcc,Basic,Home & Garden
9/3/25,Chili's,15.96,15.96,usaa-jcc,Luxury,Dining
9/2/25,Starbucks,17.66,17.66,usaa-jcc,Luxury,Dining
9/2/25,El Camion Sand Poi,53.97,53.97,usaa-jcc,Luxury,Dining
9/2/25,Ba Bar University,59.17,59.17,usaa-jcc,Luxury,Dining
9/2/25,Molly Moon's Uvillageseattle,16.99,16.99,usaa-jcc,Luxury,Dining
9/2/25,Smith Brothers Farms,37.52,37.52,usaa-jcc,Basic,Groceries
9/2/25,REMARKABLE          OSLO                OS,3.30,3.30,amex-cc,Basic,Subscriptions / Digital
9/2/25,Hulu,23.15,23.15,usaa-jcc,Luxury,Subscriptions / Digital
9/2/25,North Lake Marina,70.00,70.00,usaa-jcc,Luxury,SYC
9/2/25,Chevron,80.60,80.60,usaa-jcc,Basic,Auto
9/2/25,Pugetsounde,298.69,298.69,usaa-jcc,0,0
9/2/25,View Ridge,46.48,46.48,usaa-jcc,Luxury,Dining
9/1/25,Ridge Pizza,75.00,75.00,usaa-jcc,Luxury,Dining
9/1/25,Google Cloud,0.01,0.01,usaa-jcc,Luxury,Professional
9/1/25,Spot Globalstala,16.50,16.50,usaa-jcc,Basic,Utilities
8/31/25,RIDGE PIZZA,63.95,63.95,usaa-jcc,Luxury,Dining
8/31/25,Ticketmaster,453.16,453.16,usaa-jcc,Luxury,Enrichment
